Sample,Ground Truth,Prediction,WER
839,we re actually planning to stay at this level at first ok,we are actually planning to stay at this level if that s ok,33.33
542,five one seven,nine one seven,33.33
620,seven zero three,seven zero to,33.33
1277,h emirates four,roger emirates four,33.33
830,own navigation to pubek aero flot two seven nine,hello navigation to pepik aero flot two seven eight,33.33
1024,zero eight ze,zero eight sev,33.33
1329,zulu sun express,zero sun express,33.33
827,ok we hold position and wait for instructions qual,ok we hold position and wait for your instruction squawk,33.33
853,four zero five six six one,three four zero shamrock six six one,33.33
1557,altitude four thousand feet clear ils approach three one call you established,turn left to four thousand feet cleared ils approach three one call you established,33.33
467,praha one thre,praha one three,33.33
1332,squawk one four six five an,squak one four six five a,33.33
635,ruzyne tower lufthan,ruzyne tower lufthansa,33.33
740,cleared to land heliport three report on the ground,cleared to land heliport three report down to kenok,33.33
1340,flight level tw,flight level o,33.33
1343,jetstar seven six three sydney ciao,jetstar seven sixty three sydney tower,33.33
818,even bye bye,seven bye bye,33.33
1534,zero zero jobair,one zero zero jobair,33.33
1049,maintaining flight level,maintain flight level,33.33
1198,praha lot three five three turbulence flight level three two zero please,praha lot three five three due to turbulence is possible flight level three two zero please,33.33
1373,climb flight level three three zero,climb flight level three three zero malaysian five,33.33
1051,six six one,six six one and,33.33
967,rect cerno thank you malta five,next cerno thank you hotel five,33.33
955,turn maintaining present heading thanks swiss four nine nine,german maintaining present heading euro trans four nine nine,33.33
1683,csa nine delta sierra commencing descent,csa eight nine delta sierra commencing descend,33.33
1495,en seven eight,seven eight,33.33
1314,radar five three three good morning,radar finn air five three three good morning,33.33
1405,e a frequency one three five one three five,cleared to land frequency one three five one three five,33.33
598,five papa charlie,papa charlie,33.33
1070,proceeding to pi,proceeding to b,33.33
1656,four three two,one three two,33.33
901,a backtrack approved,air backtrack approved,33.33
1654,praha radar csa,praha radar csa three,33.33
771,csa seven seven,csa seven s,33.33
1643,flight level two eight zero shortly,climb flight level two eight zero shortly abr,33.33
716,ha radar lufth,praha radar lufth,33.33
1400,now four thousand qnh one zero two one cleared for ils approach runway three one,now four thousand feet qnh one zero two three clear ils approach runway three o,33.33
936,nine xray x ray echo descend two nine zero,right xray echo descend two nine zero,33.33
714,rect pepik reach one nine nine,direct to pepik reach one nine nine,33.33
519,m sierra four,mike sierra four,33.33
951,papa golf to the left heading three one zero,easy three eight papa golf to the left heading three one zero,33.33
1620,course voz austrian seven zero four,cross altitude austrian seven zero four,33.33
712,one four seve,one four sev,33.33
573,did you say in two minutes,keep you safe in two minutes,33.33
1670,e four zero,three four zero,33.33
700,one two seven one two five czech air force five two one,one two zero one two five oscar echo foxtrot five two one,33.33
962,one one zero csa eight eigh,one one zero csa,33.33
1510,int one three,wind one three,33.33
1452,ok and one eighty or more to four dme,ok and one eight or more to four dme if possible,33.33
964,csa three delta zulu runway three one clear to takeoff wind one zero zero degrees and five knots,csa two delta zulu runway three one cleared for takeoff wind one zero zero degrees and five knots victor kilo india,33.33
1152,nine zero german,nine zero job,33.33
2644,sun turk quebec sierra descend to flight level seven zero expect clearance four airwork about three miles before oskup,hotel quebec sierra descend to flight level seven zero expect clearance for air work about three miles before oscar,31.58
2064,possibly we would like to pro continue to as ifr and we will report ready when ready to cancel,if possible we would like to continue to vacate at ifr and we will report ready when ready to go,31.58
2145,german wings three one alfa proceed helingen german wings seven alfa inbound helingen,german wings three one alfa proceed to helingengerman wings three one alfa inbound helingen,30.77
2321,line up one three cleared for takeoff two four csa two eight six,line up one three and cleared for takeoff two four csa three three julie,30.77
2191,after passing one zero dme oscar kilo lima left turn direct to rapet,approaching ten dme oscar kilo lima left turn direct to rapet,30.77
2210,csa three zero three due increase you wish maximum speed two seven five,csa three zero three you can increase maximum speed two seven five,30.77
1168,runway two five call you passing one three thousand feet five thank you,ber runway two five call you passing one three thousand feet five two five klm,30.77
2380,fl two seven zero vemut quality seven nine hotel god morning radar contact,flight level two seven zero vemut quality seven nine hotel praha good morning radar contact,30.77
1158,csa four yankee alfa no speed limit at the moment proceed direct to,csa four yankee alfa no speed limit minimum and proceed direct to arvek,30.77
960,clearance to telaviv via voz one hotel departure squawk alfa,clearance to tel aviv via one hotel departure squawk alfa,30.0
2880,descend flight level two nine zero fifteen hundred or great,descending flight level two nine zero at fifteen hundred or greater,30.0
1130,quality eight two five bravo praha good morning radar cont,air berlin eight two five bravo praha good morning radar conta,30.0
1805,control bline seven zero victor any altitude restriction over ra,air berlin nine seven zero victor any altitude restriction over ra,30.0
1816,taxi left lima golf stand five two follow car wizz,taxi left lima golf stand five two for ils,30.0
2606,praha ra radar aero flot two five eight good afternoon,praha radar austrian two five eight good afternoon,30.0
2512,cleared to land one six right jetstar seven sixty one,lufthansa one six right jetstar seven sixty one,30.0
444,radar roger two one two zero climbing flight level two correction three zero eight climbing three three zero to cerno,radar hello german wings two one zero passing flight level two correction three zero eight climbing three three zero to cheb,30.0
2370,one two seven one two five german wings eight november,one seven one two five shamrock eight november,30.0
1453,bline three pa papa fully established the ils three one,beline three papa p fully established the ils three one,30.0
1344,roger now climb flight level three four zero and proceedto,roger now climb flight level three four zero and proceed to cheb,30.0
1412,zyne tower wizz air five november ils runway three one,ruzyne tower wizz air five one radar ils runway three one,30.0
1523,four six three reach level three hundred before passing rapet,lufthansa cargo eight four six three reach level three hundred before passing rapet,30.0
243,praha two bravo good day inbound lagar level one hundr,praha austrian two two bravo good day inbound lagar level one hunc,30.0
2108,bair zero five two el al five two one turn left heading one six zero cleared for ils one three,vel five two one turn left heading one six zero cleared for ils one three,30.0
1439,wizz air three two charlie affirm vacate via romeo then taxi lima hotel juliett stand one seven,lufthansa two victor charlie affirm vacate via romeo then taxi lima hotel juliett stand one seven t,29.41
2682,hotel golf papa make a one eighty stay clear of the runway taxi to holding point foxtrot,hotel golf papa mike one eight two clear of runway taxi to holding point foxtrot,29.41
250,so you can turn after passing ten miles form oscar kilo lima after that i ll call you for shortcut we are a le,you can turn after passing ten miles from oscar kilo lima after that i will call you for shortcut via left,29.17
507,flight level three seven one descend to flight level three five zero direct laket,flight level three seven one descend to flight level three five zero oscar echo alfa yankee,28.57
1147,csa three zero three own navigation to,csa three zero three on navigation to vlm,28.57
210,continue heading three three zero to inter,continue heading three three zero till,28.57
187,ect hemrsdorf austrian three two three golf,direct alfa austrian three two three golf,28.57
460,clear takeoff three one thank you bye,cleared takeoff three one thank you bye five,28.57
1466,eight romeo golf taxi to stand echo two bravo via golf bravo and zulu,ryan air eight romeo golf taxi to your stand echo two bravo via golf bravo in zulu,28.57
