Sample,Ground Truth,Prediction,WER
243,praha two bravo good day inbound lagar level one hundr,cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cessna atc cess,1490.0
2638,climbing now one four zero jobair zero eight o,cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cmon cm,1244.44
2650,departure,youre about to go over to the east,800.0
2401,praha austrian three one eight romeo level three three zero maintaining inbound pisan austrian three one eight romeo praha radar contact,atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc atc,709.52
2643,tower csa,over to november oscar romeo tango hotel echo alfa sierra tango,550.0
2091,runway,uh maybe well see,400.0
1356,climbing flight level one si,the papa alfa november golf oscar lima kilo alfa mike india november golf tango alfa kilo number one,360.0
818,est flight,lets go ahead and let him go,350.0
61,by rape direct rapet thai nine two two,november yankee echo romeo alfa papa november yankee echo romeo alfa papa november yankee echo romeo alfa papa november yankee echo november yankee echo november yankee echo two two,337.5
258,oscar kilo lima india november,echo november november india november echo romeo weve got a good signal well be back in a moment,320.0
2540,ruzyne tower,i dont know i dont know,300.0
1996,three,thanks for watching,300.0
1865,tower,tight tal its,300.0
1144,tel aviv,im going to shift the lights,300.0
214,oscar kilo hotel uniform u,how many times do you think the foxtrot three five is going to be out,300.0
